CUSIP,SEDOL_GIM,DESC1_GIM,S_CALCODE_GIM,ID_CUSIP_BB,ID_SEDOL1_BB,SECURITY_DES_BB,DAY_CNT_BB,CUSIP_GIM,ID_CUSIP_BB,DISCP_COMMENTS,DESC1_GIM,SECURITY_DES_BB,DISCP_COMMENTS,SEDOL_GIM,ID_SEDOL1_BB,DISCP_COMMENTS,ISIN_GIM,ID_ISIN_BB,DISCP_COMMENTS,EUROCLEAR_GIM,ID_EUROCLEAR_BB,DISCP_COMMENTS,TICKER_GIM,TICKER_BB,DISCP_COMMENTS,COUNTRY_GIM,COUNTRY_ISO_BB,DISCP_COMMENTS,STATE_GIM,STATE_CODE_BB,DISCP_COMMENTS,PAY_CUR_GIM,CPN_CRNCY_BB,DISCP_COMMENTS,FST_DATE_GIM,FIRST_CPN_DT_BB,DISCP_COMMENTS,LST_DATE_GIM,PENULTIMATE_CPN_DT_BB,DISCP_COMMENTS,MAT_DATE_GIM,MATURITY_BB,DISCP_COMMENTS,ISSDATE_GIM,ISSUE_DT_BB,DISCP_COMMENTS,CNV_SNK_GIM,CONVERTIBLE_BB,DISCP_COMMENTS,FREQ_GIM,CPN_FREQ_BB,DISCP_COMMENTS,PAY_CURR_GIM,CRNCY_BB,DISCP_COMMENTS,BETA_GIM,EQY_BETA_BB,DISCP_COMMENTS,EXCHANGE_GIM,EQY_PRIM_EXCH_SHRT_BB,DISCP_COMMENTS,SHR_OUT_GIM,EQY_SH_OUT_REAL_BB,DISCP_COMMENTS,S_CALCODE_GIM,DAY_CNT_BB,DISCP_COMMENTS,EARN_12_GIM,IS_EPS_BB,DISCP_COMMENTS,ORG_PRICE_GIM,ISSUE_PX_BB,DISCP_COMMENTS,SECTOR_GIM,GICS_SECTOR_BB,DISCP_COMMENTS,INDUSTRY_GIM,GICS_INDUSTRY_BB,DISCP_COMMENTS,SUB INDUSTRY_GIM,GICS_SUB_INDUSTRY_BB,DISCP_COMMENTS,S_DELAY_GIM,MTG_PAY_DELAY_BB,DISCP_COMMENTS,POOL_NO_GIM,MTG_POOL_NUMBER_BB,DISCP_COMMENTS,SHR_OUT_1_GIM,AMT_OUTSTANDING_BB,DISCP_COMMENTS,AMT_FLG_GIM,MUNI_MIN_TAX_BB,DISCP_COMMENTS,CALPRC_GIM,OPT_STRIKE_PX_BB,DISCP_COMMENTS,TAX_STATUS_GIM,MUNI_FED_TAX_BB,DISCP_COMMENTS,MARGIN_GIM,IS_STK_MARGINABLE_BB,DISCP_COMMENTS,FLAG_13F_GIM,SEC_RESTRICT_BB,DISCP_COMMENTS,U_SYMBOL_GIM,UNDERLYING_CUSIP_BB,DISCP_COMMENTS,INC_RATE_FI_GIM,CPN_BB,DISCP_COMMENTS,INC_RATE_EQ_GIM,EQY_IND_DPS_ANNUAL_NET_BB,DISCP_COMMENTS,OPT_EXPIRE_DT_GIM,OPT_EXPIRE_DT_BB,DISCP_COMMENTS,WRT_EXPIRE_DT_GIM,WRT_EXPIRE_DT_BB,DISCP_COMMENTS
786514BU2,,SAFEWAY INC,901,786514BU2,B78S811,SWY 4 3/4 12/01/21,5,786514BU2,786514BU2,MATCHING,SAFEWAY INC,SWY 4 3/4 12/01/21,MISMATCH,,B78S811,MISMATCH,US786514BU22,US786514BU22,MATCHING,,,MATCHING,,SWY,MISMATCH,US,US,MATCHING,,,MATCHING,USD,USD,MATCHING,6/1/2012,6/1/2012,MATCHING,12/31/1899,6/1/2021,MISMATCH,12/1/2021,12/1/2021,MATCHING,12/5/2011,12/5/2011,MATCHING,0,N,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,5,MISMATCH,0,1.56,MISMATCH,99.749,99.749,MATCHING,0,30,MISMATCH,0,301010,MISMATCH,0,30101030,MISMATCH,0,,MISMATCH,,,MATCHING,0,400000000,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,4.75,4.75,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
25746UBC2,B29Q303,DOMINION RESOURCES INC,901,25746UBC2,B29Q303,D 6 11/30/17,14,25746UBC2,25746UBC2,MATCHING,DOMINION RESOURCES INC,D 6 11/30/17,MISMATCH,B29Q303,B29Q303,MATCHING,US25746UBC27,US25746UBC27,MATCHING,,,MATCHING,,D,MISMATCH,US,US,MATCHING,,,MATCHING,USD,USD,MATCHING,5/30/2008,5/30/2008,MATCHING,12/31/1899,5/30/2017,MISMATCH,11/30/2017,11/30/2017,MATCHING,12/4/2007,12/4/2007,MATCHING,0,N,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,14,MISMATCH,0,4.77,MISMATCH,100,99.719,MISMATCH,0,55,MISMATCH,0,551030,MISMATCH,0,55103010,MISMATCH,0,,MISMATCH,,,MATCHING,0,350000000,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,6,6,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
979035AL6,,OR CITY OF WOODBURN WASTE WATE,901,979035AL6, ,979035AL6,29,979035AL6,979035AL6,MATCHING,OR CITY OF WOODBURN WASTE WATE,979035AL6,MISMATCH,,,MATCHING,US979035AL66,US979035AL66,MATCHING,,,MATCHING,,WOOUTL,MISMATCH,US,US,MATCHING,,OR,MISMATCH,USD,,MISMATCH,3/1/2012,3/1/2012,MATCHING,12/31/1899,9/1/2021,MISMATCH,3/1/2022,3/1/2022,MATCHING,12/6/2011,12/6/2011,MATCHING,0,,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,29,MISMATCH,0,,MISMATCH,115.98,115.98,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,4870000,MISMATCH,N,N,MATCHING,0,,MISMATCH,T,N,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,5,5,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
748940AD5,,RALI_06-QS7,601,748940AD5, ,RALI 2006-QS7 A4,104,748940AD5,748940AD5,MATCHING,RALI_06-QS7,RALI 2006-QS7 A4,MISMATCH,,,MATCHING,US748940AD51,US748940AD51,MATCHING,,,MATCHING,,RALI,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,7/25/2006,7/25/2006,MATCHING,12/31/1899,,MISMATCH,6/25/2036,6/25/2036,MATCHING,6/25/2006,6/25/2006,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,104,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,0,MATCHING,,,MATCHING,0,23978242.25,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,0.65722,0.65722,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
67021BAE9,,NII CAPITAL CORP,901,67021BAE9,B5N12D1,NIHD 7 5/8 04/01/21,5,67021BAE9,67021BAE9,MATCHING,NII CAPITAL CORP,NIHD 7 5/8 04/01/21,MISMATCH,,B5N12D1,MISMATCH,US67021BAE92,US67021BAE92,MATCHING,,,MATCHING,,NIHD,MISMATCH,US,US,MATCHING,,,MATCHING,USD,USD,MATCHING,10/1/2011,10/1/2011,MATCHING,12/31/1899,10/1/2020,MISMATCH,4/1/2021,4/1/2021,MATCHING,3/29/2011,3/29/2011,MATCHING,0,N,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,5,MISMATCH,0,2.03,MISMATCH,100,100,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,1450000000,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,7.625,7.625,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
92818FAB1,,VA ST PUB SCH MONTGOMERY CNTY,901,92818FAB1, ,92818FAB1,29,92818FAB1,92818FAB1,MATCHING,VA ST PUB SCH MONTGOMERY CNTY,92818FAB1,MISMATCH,,,MATCHING,US92818FAB13,US92818FAB13,MATCHING,,,MATCHING,,VASSCD,MISMATCH,US,US,MATCHING,,VA,MISMATCH,USD,,MISMATCH,7/15/2012,7/15/2012,MATCHING,12/31/1899,7/15/2013,MISMATCH,1/15/2014,1/15/2014,MATCHING,12/6/2011,12/6/2011,MATCHING,0,,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,29,MISMATCH,0,,MISMATCH,109.181,109.181,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,1780000,MISMATCH,N,N,MATCHING,0,,MISMATCH,T,N,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,5,5,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
58401AAG5,,NC MECKLENBURG CNTY APPROP,901,58401AAG5, ,58401AAG5,29,58401AAG5,58401AAG5,MATCHING,NC MECKLENBURG CNTY APPROP,58401AAG5,MISMATCH,,,MATCHING,US58401AAG58,US58401AAG58,MATCHING,,,MATCHING,,MECFAC,MISMATCH,US,US,MATCHING,,NC,MISMATCH,USD,,MISMATCH,3/1/2010,3/1/2010,MATCHING,12/31/1899,9/1/2012,MISMATCH,3/1/2013,3/1/2013,MATCHING,9/3/2009,9/3/2009,MATCHING,0,,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,29,MISMATCH,0,,MISMATCH,111.582,111.582,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,12255000,MISMATCH,N,N,MATCHING,0,,MISMATCH,T,N,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,5,5,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
00206RAX0,,AT&T INC,901,00206RAX0,B662KC3,T 4.45 05/15/21,5,00206RAX0,00206RAX0,MATCHING,AT&T INC,T 4.45 05/15/21,MISMATCH,,B662KC3,MISMATCH,US00206RAX08,US00206RAX08,MATCHING,,,MATCHING,,T,MISMATCH,US,US,MATCHING,,,MATCHING,USD,USD,MATCHING,11/15/2011,11/15/2011,MATCHING,12/31/1899,11/15/2020,MISMATCH,5/15/2021,5/15/2021,MATCHING,4/29/2011,4/29/2011,MATCHING,0,N,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,5,MISMATCH,0,3.36,MISMATCH,99.925,99.925,MATCHING,0,50,MISMATCH,0,501010,MISMATCH,0,50101020,MISMATCH,0,,MISMATCH,,,MATCHING,0,1250000000,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,4.45,4.45,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
021468AB9,,CWALT_06-14CB,601,021468AB9, ,CWALT 2006-14CB A2,104,021468AB9,021468AB9,MATCHING,CWALT_06-14CB,CWALT 2006-14CB A2,MISMATCH,,,MATCHING,US021468AB99,US021468AB99,MATCHING,,,MATCHING,,CWALT,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,5/25/2006,5/25/2006,MATCHING,12/31/1899,,MISMATCH,6/25/2036,6/25/2036,MATCHING,4/25/2006,4/25/2006,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,104,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,0,MATCHING,,,MATCHING,0,28018990.95,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,0.65722,0.65722,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
112900105,2126197,BROOKFIELD OFFICE PROPERTIES,1,112900105,2126197,BPO, ,112900105,112900105,MATCHING,BROOKFIELD OFFICE PROPERTIES,BPO,MISMATCH,2126197,2126197,MATCHING,,CA1129001055,MISMATCH,,,MATCHING,BPO,BPO,MATCHING,CA,US,MISMATCH,,NY,MISMATCH,USD,,MISMATCH,12/31/1899,,MISMATCH,12/31/1899,,MISMATCH,12/31/1899,,MISMATCH,12/31/1899,,MISMATCH,0,,MISMATCH,1,,MISMATCH,USD,USD,MATCHING,0,1.138,MISMATCH,NYS,UN,MISMATCH,503129577,503129577,MATCHING,1,,MISMATCH,0,3.02,MISMATCH,0,,MISMATCH,40,40,MATCHING,404030,404030,MATCHING,40403020,40403020,MATCHING,0,,MISMATCH,,,MATCHING,503129577,,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,N.A.,MISMATCH,Y,0,MISMATCH,,,MATCHING,,,MATCHING,0,0.56,MISMATCH,,,MATCHING,,,MATCHING
25151AAB7,,DBALT_06-AR3,601,25151AAB7, ,DBALT 2006-AR3 A2,102,25151AAB7,25151AAB7,MATCHING,DBALT_06-AR3,DBALT 2006-AR3 A2,MISMATCH,,,MATCHING,US25151AAB70,US25151AAB70,MATCHING,,,MATCHING,,DBALT,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,8/25/2006,8/25/2006,MATCHING,12/31/1899,,MISMATCH,8/25/2036,8/25/2036,MATCHING,7/31/2006,7/31/2006,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,102,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,0,MATCHING,,,MATCHING,0,123381628.7,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,0.37722,0.37722,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
36186LAC7,,GMACM_07-HE2,601,36186LAC7,B23WM44,GMACM 2007-HE2 A3,104,36186LAC7,36186LAC7,MATCHING,GMACM_07-HE2,GMACM 2007-HE2 A3,MISMATCH,,B23WM44,MISMATCH,US36186LAC72,US36186LAC72,MATCHING,,,MATCHING,,GMACM,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,7/1/2007,7/25/2007,MISMATCH,12/31/1899,,MISMATCH,12/25/2037,12/25/2037,MATCHING,6/1/2007,6/1/2007,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,104,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,24,24,MATCHING,,,MATCHING,0,141085459.9,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,6.193,6.193,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
19668QEC5,,CO ST SCHS COP,901,19668QEC5, ,19668QEC5,29,19668QEC5,19668QEC5,MATCHING,CO ST SCHS COP,19668QEC5,MISMATCH,,,MATCHING,US19668QEC50,US19668QEC50,MATCHING,,,MATCHING,,COSEDU,MISMATCH,US,US,MATCHING,,CO,MISMATCH,USD,,MISMATCH,3/15/2012,3/15/2012,MATCHING,12/31/1899,9/15/2012,MISMATCH,3/15/2013,3/15/2013,MATCHING,12/8/2011,12/8/2011,MATCHING,0,,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,29,MISMATCH,0,,MISMATCH,104.227,104.227,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,3170000,MISMATCH,N,N,MATCHING,0,,MISMATCH,T,N,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,4,4,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
88706M103,B4ST3S5,TIM HORTONS INC,1,88706M103,B4ST3S5,THI, ,88706M103,88706M103,MATCHING,TIM HORTONS INC,THI,MISMATCH,B4ST3S5,B4ST3S5,MATCHING,,CA88706M1032,MISMATCH,,,MATCHING,THI,THI,MATCHING,CA,CA,MATCHING,,ON,MISMATCH,USD,,MISMATCH,12/31/1899,,MISMATCH,12/31/1899,,MISMATCH,12/31/1899,,MISMATCH,12/31/1899,,MISMATCH,0,,MISMATCH,1,,MISMATCH,USD,USD,MATCHING,0,0.75,MISMATCH,NYS,UN,MISMATCH,158394302,158394302,MATCHING,1,,MISMATCH,0,3.59,MISMATCH,23.162,,MISMATCH,25,25,MATCHING,253010,253010,MATCHING,25301040,25301040,MATCHING,0,,MISMATCH,,,MATCHING,158394302,,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,N.A.,MISMATCH,Y,0,MISMATCH,,,MATCHING,,,MATCHING,0,0.68,MISMATCH,,,MATCHING,,,MATCHING
19668QET8,,CO ST SCHS COP,901,19668QET8, ,19668QET8,29,19668QET8,19668QET8,MATCHING,CO ST SCHS COP,19668QET8,MISMATCH,,,MATCHING,US19668QET85,US19668QET85,MATCHING,,,MATCHING,,COSEDU,MISMATCH,US,US,MATCHING,,CO,MISMATCH,USD,,MISMATCH,3/15/2012,3/15/2012,MATCHING,12/31/1899,9/15/2027,MISMATCH,3/15/2028,3/15/2028,MATCHING,12/8/2011,12/8/2011,MATCHING,0,,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,29,MISMATCH,0,,MISMATCH,107.836,107.836,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,7775000,MISMATCH,N,N,MATCHING,0,,MISMATCH,T,N,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,5,5,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
26442CAM6,,DUKE ENERGY CAROLINAS LLC,901,26442CAM6,B799H27,DUK 4 1/4 12/15/41,5,26442CAM6,26442CAM6,MATCHING,DUKE ENERGY CAROLINAS LLC,DUK 4 1/4 12/15/41,MISMATCH,,B799H27,MISMATCH,US26442CAM64,US26442CAM64,MATCHING,,,MATCHING,,DUK,MISMATCH,US,US,MATCHING,,,MATCHING,USD,USD,MATCHING,6/15/2012,6/15/2012,MATCHING,12/31/1899,6/15/2041,MISMATCH,12/15/2041,12/15/2041,MATCHING,12/8/2011,12/8/2011,MATCHING,0,N,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,5,MISMATCH,0,N.A.,MISMATCH,99.831,99.831,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,650000000,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,4.25,4.25,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
931142DB6,,WAL-MART STORES INC,901,931142DB6,B654D54,WMT 5 5/8 04/15/41,5,931142DB6,931142DB6,MATCHING,WAL-MART STORES INC,WMT 5 5/8 04/15/41,MISMATCH,,B654D54,MISMATCH,US931142DB66,US931142DB66,MATCHING,,,MATCHING,,WMT,MISMATCH,US,US,MATCHING,,,MATCHING,USD,USD,MATCHING,10/15/2011,10/15/2011,MATCHING,12/31/1899,10/15/2040,MISMATCH,4/15/2041,4/15/2041,MATCHING,4/18/2011,4/18/2011,MATCHING,0,N,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,5,MISMATCH,0,4.48,MISMATCH,98.084,98.084,MATCHING,0,30,MISMATCH,0,301010,MISMATCH,0,30101040,MISMATCH,0,,MISMATCH,,,MATCHING,0,2000000000,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,5.625,5.625,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
02147GAE4,,CWALT_06-21CB,601,02147GAE4, ,CWALT 2006-21CB A5,104,02147GAE4,02147GAE4,MATCHING,CWALT_06-21CB,CWALT 2006-21CB A5,MISMATCH,,,MATCHING,US02147GAE44,US02147GAE44,MATCHING,,,MATCHING,,CWALT,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,6/25/2006,6/25/2006,MATCHING,12/31/1899,,MISMATCH,7/25/2036,7/25/2036,MATCHING,5/25/2006,5/25/2006,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,104,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,0,MATCHING,,,MATCHING,0,63914126.72,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,0.65722,0.65722,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
12668BRX3,,CWALT_06-6CB,601,12668BRX3, ,CWALT 2006-6CB 1A2,104,12668BRX3,12668BRX3,MATCHING,CWALT_06-6CB,CWALT 2006-6CB 1A2,MISMATCH,,,MATCHING,US12668BRX37,US12668BRX37,MATCHING,,,MATCHING,,CWALT,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,4/25/2006,4/25/2006,MATCHING,12/31/1899,,MISMATCH,5/25/2036,5/25/2036,MATCHING,3/25/2006,3/25/2006,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,104,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,0,MATCHING,,,MATCHING,0,176200918.1,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,0.65722,0.65722,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
32051GSQ9,,FHAMS_05-AA7,601,32051GSQ9,B4PFC01,FHAMS 2005-AA7 2A1,104,32051GSQ9,32051GSQ9,MATCHING,FHAMS_05-AA7,FHAMS 2005-AA7 2A1,MISMATCH,,B4PFC01,MISMATCH,US32051GSQ90,US32051GSQ90,MATCHING,,,MATCHING,,FHAMS,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,8/1/2005,8/25/2005,MISMATCH,12/31/1899,,MISMATCH,9/25/2035,9/25/2035,MATCHING,7/1/2005,7/1/2005,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,104,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,24,24,MATCHING,,,MATCHING,0,196005031.6,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,2.24228,2.24228,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
3137A65U2,,FHLMC_3792,601,3137A65U2, ,FHR 3792 QC,104,3137A65U2,3137A65U2,MATCHING,FHLMC_3792,FHR 3792 QC,MISMATCH,,,MATCHING,US3137A65U22,US3137A65U22,MATCHING,,,MATCHING,,FHR,MISMATCH,US,US,MATCHING,,,MATCHING,USD,,MISMATCH,2/1/2011,2/15/2011,MISMATCH,6/1/2039,,MISMATCH,6/15/2039,6/15/2039,MATCHING,1/1/2011,1/1/2011,MATCHING,0,,MISMATCH,12,12,MATCHING,USD,USD,MATCHING,0,N.A.,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,601,104,MISMATCH,0,,MISMATCH,100,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,14,14,MATCHING,,,MATCHING,0,51614303.88,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,2.5,2.5,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
125509BT5,B5VZ138,CIGNA CORPORATION,901,125509BT5,B5VZ138,CI 5 3/8 02/15/42,5,125509BT5,125509BT5,MATCHING,CIGNA CORPORATION,CI 5 3/8 02/15/42,MISMATCH,B5VZ138,B5VZ138,MATCHING,US125509BT56,US125509BT56,MATCHING,,,MATCHING,,CI,MISMATCH,US,US,MATCHING,,,MATCHING,USD,USD,MATCHING,2/15/2012,2/15/2012,MATCHING,12/31/1899,8/15/2041,MISMATCH,2/15/2042,2/15/2042,MATCHING,11/10/2011,11/10/2011,MATCHING,0,N,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,5,MISMATCH,0,4.93,MISMATCH,100,99.934,MISMATCH,0,35,MISMATCH,0,351020,MISMATCH,0,35102030,MISMATCH,0,,MISMATCH,,,MATCHING,0,750000000,MISMATCH,N,,MISMATCH,0,,MISMATCH,T,,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,5.375,5.375,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
832866AW7,,VA SMYTH CNTY,901,832866AW7, ,832866AW7,29,832866AW7,832866AW7,MATCHING,VA SMYTH CNTY,832866AW7,MISMATCH,,,MATCHING,US832866AW76,US832866AW76,MATCHING,,,MATCHING,,SMY,MISMATCH,US,US,MATCHING,,VA,MISMATCH,USD,,MISMATCH,5/1/2012,5/1/2012,MATCHING,12/31/1899,5/1/2031,MISMATCH,11/1/2031,11/1/2031,MATCHING,12/6/2011,12/6/2011,MATCHING,S,,MISMATCH,2,2,MATCHING,USD,USD,MATCHING,0,,MISMATCH,OTC,,MISMATCH,0,,MISMATCH,901,29,MISMATCH,0,,MISMATCH,107.26,107.26,MATCHING,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,0,,MISMATCH,,,MATCHING,0,8145000,MISMATCH,N,N,MATCHING,0,,MISMATCH,T,N,MISMATCH,Y,,MISMATCH,Y,,MISMATCH,,,MATCHING,5,5,MATCHING,,,MATCHING,,,MATCHING,,,MATCHING
